id,relativeReadability,lexicalDiversity,topTopicSimilarity,syllableRate,PRP$,VBG,VBD,VBN,VBP,WDT,JJ,WP,VBZ,DT,NN,TO,PRP,RB,NNS,NNP,VB,WRB,CC,CD,EX,IN,WP$,MD,JJS,JJR,``,'',:,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,heat
TnS8kI_KuJc-2790,1.1370778906826116,0.5436241610738255,0.21428571428571427,1.758,0.007,0,0,0.02,0.04,0,0.054,0,0.02,0.094,0.161,0.027,0.054,0.054,0.034,0.074,0.067,0.013,0.074,0.04,0,0.107,0,0.034,0,0,0,0,0.013,0.25575902827212543,0.24636823276306716,0.3874742137639564,5,5,5,5,5,5,0.9108650849004513,5,5,5,0.5825731390545955,5,5,5,5,5,5,5,5,5,5,0.9297522113876648,5,5,5,5,5,0.356
TnS8kI_KuJc-2880,0.9394500184441524,0.4605263157894737,0.23076923076923078,1.717,0.007,0.013,0.013,0.007,0.039,0.013,0.079,0.013,0.072,0.092,0.132,0.013,0.105,0.053,0.013,0.053,0.046,0.013,0.039,0.007,0,0.138,0,0.02,0,0,0,0,0.013,5,0.3336276020413607,0.5741813409127307,5,5,5,5,5,0.4609308924002741,5,5,5,5,5,5,5,5,5,5,0.942663697147184,5,5,5,0.5589988213878004,5,5,5,5,0.6235267427745274,5,0.3
TnS8kI_KuJc-2970,1.1011857230308475,0.48148148148148145,0.3333333333333333,0.625,0.037,0,0,0,0,0.019,0.037,0.019,0.093,0.093,0.093,0.074,0.093,0.037,0.019,0.037,0.148,0.037,0.056,0,0,0,0,0.074,0,0,0,0,0.037,5,5,5,0.7942784893517616,5,5,5,5,5,5,5,5,5,5,0.8604374132325066,5,5,5,5,0.8254009561975413,5,5,5,5,5,5,5,5,5,5,0.228
TOb1tuEZ2X4-0,1.1068718086151628,0.5370370370370371,0.3333333333333333,2.625,0.005,0.009,0.005,0.014,0.032,0.005,0.083,0,0.06,0.12,0.144,0.014,0.032,0.051,0.074,0.056,0.032,0,0.046,0.037,0.005,0.111,0,0.019,0,0.009,0,0,0.014,5,0.5145973493978279,5,5,0.33937239119934504,0.3401331584796901,0.27627187013093213,0.29261382208580894,5,5,5,0.22399484809299247,0.9136678681476808,5,5,0.9136678681476808,5,0.9180233690552059,0.2703910177537257,5,5,5,5,5,5,5,5,5,5,5,0.1
TOb1tuEZ2X4-90,1.1557764034114357,0.44621513944223107,0.16666666666666666,2.892,0.028,0.004,0,0.008,0.08,0.008,0.04,0.004,0.04,0.076,0.143,0.02,0.088,0.076,0.068,0.056,0.048,0.02,0.048,0,0.004,0.104,0,0.016,0,0.008,0,0,0.008,0.24903890066662662,5,5,5,5,0.3092529662424789,5,5,5,5,0.39699280671664716,5,5,5,5,5,5,0.5398492595319924,5,5,5,5,5,5,5,5,5,5,0.5778158114828518,5,0.81
TOb1tuEZ2X4-180,1.0360059912067345,0.4827586206896552,0.16666666666666666,2.842,0.004,0.008,0,0.019,0.069,0.008,0.065,0.008,0.054,0.092,0.188,0.038,0.111,0.069,0.027,0.019,0.054,0.008,0.038,0.004,0,0.092,0,0.008,0,0,0,0,0.004,5,5,5,5,0.5453149117877534,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5600266693122543,5,5,5,0.9237888139798202,5,5,5,0.5697869759047159,0.31227578712641924,5,0.482
TOb1tuEZ2X4-270,0.9592121601505023,0.48847926267281105,0.36666666666666664,2.317,0.009,0.023,0,0.018,0.046,0.005,0.037,0.009,0.051,0.138,0.18,0.009,0.065,0.074,0.032,0.078,0.037,0.009,0.028,0.005,0,0.097,0,0.023,0,0,0,0,0.005,0.20613794001609412,5,5,5,0.44609835636049966,0.23268655784524409,0.9223995413777081,5,5,0.4377805463973383,0.626520140535562,5,5,5,5,5,5,5,5,0.9087879626504648,5,5,5,0.871238835584999,5,5,5,0.5601733970555345,0.9088324093557192,0.8910772870630986,0.174
TOb1tuEZ2X4-360,1.124118528826665,0.48695652173913045,0.36666666666666664,2.425,0,0,0.004,0.013,0.013,0,0.061,0,0.061,0.122,0.117,0.022,0.043,0.03,0.078,0.043,0.039,0,0.043,0.104,0,0.148,0,0.03,0.004,0.013,0,0,0.009,0.23168906527884423,0.6263640186367962,0.6467206464011708,5,0.4267335054853649,0.44535020712563306,0.2374938043527633,0.43754277412742537,0.26341203397259294,0.23229522943089503,5,5,5,5,5,0.5386500395787329,5,5,5,5,5,0.2877848551082622,5,5,5,5,5,5,5,5,0.19
TOb1tuEZ2X4-450,0.9064340155581943,0.4797979797979798,0.4666666666666667,2.15,0,0.015,0,0.025,0.035,0.01,0.056,0,0.045,0.131,0.141,0.025,0.056,0.111,0.03,0.081,0.061,0.005,0.02,0.04,0,0.061,0,0.035,0,0.005,0,0,0.005,0.3152106378187926,0.563252649995577,0.5271552596264265,5,0.5513531254194176,0.33277208034914846,0.36752799371027206,0.4400319628824177,5,5,5,5,0.402940933069257,0.924803877724348,5,0.425401369598695,5,0.4512133171381504,5,0.924496487346733,5,5,5,5,5,5,0.5566630477551501,5,5,0.9170420063968072,0.1
TOb1tuEZ2X4-540,0.8571022995050414,0.47368421052631576,0.3333333333333333,2.2,0.004,0.022,0.009,0.013,0.083,0.009,0.031,0,0.039,0.092,0.083,0.013,0.101,0.083,0.035,0.083,0.039,0.009,0.009,0.039,0,0.127,0,0.004,0,0.013,0,0,0,0.5560284738884962,5,5,5,0.3822450330617785,0.5516408945738065,0.9503682447233691,0.37476285036438456,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.937375053318669,5,0.25292989419970163,5,5,5,5,0.1
TOb1tuEZ2X4-630,1.1491414249732772,0.44970414201183434,0.43478260869565216,2.067,0,0.012,0.018,0.012,0.036,0.006,0.047,0.006,0.059,0.101,0.083,0.006,0.089,0.059,0.053,0.124,0.036,0.024,0.03,0.03,0.006,0.124,0,0.018,0,0,0,0,0.006,0.24894569111299544,0.2510889157757988,0.30933041269203293,5,0.9371104717086058,0.3576762727263393,0.5326447267437917,5,5,5,5,5,5,0.572557228753189,5,0.5767969057514368,5,5,5,5,5,5,0.9419382725256245,5,5,5,5,5,5,0.9146089065341744,0.1
TOb1tuEZ2X4-720,1.0329842921642105,0.4779116465863454,0.4,2.683,0.004,0.016,0,0.012,0.032,0.004,0.028,0,0.08,0.12,0.141,0.024,0.084,0.068,0.02,0.08,0.052,0.004,0.028,0.052,0,0.112,0,0.004,0,0.008,0,0,0.012,5,0.23547298886210247,0.27206456550178,5,0.3098342245232436,0.572606947269287,0.33740388644077396,0.9424332312707159,0.6691452867423157,5,0.6388289980771681,5,5,0.44622447994818315,5,0.8918725053767973,5,0.5766751174917467,5,5,5,5,5,5,5,5,5,5,0.44153734068984934,5,0.1
TOb1tuEZ2X4-810,1.0541240953795747,0.46634615384615385,0.35714285714285715,2.258,0.005,0.01,0.005,0.01,0.053,0.01,0.048,0.024,0.048,0.091,0.101,0.024,0.106,0.072,0.019,0.091,0.067,0.01,0.024,0.048,0.005,0.077,0,0.029,0,0.005,0,0,0,5,0.40834935474252215,0.6664107013018203,5,0.9352380996832121,0.5567596885372433,5,0.3667858398524926,5,0.4346969480251019,5,5,5,5,5,5,5,5,5,5,0.9108889172346186,5,5,0.9383020272630143,5,0.6216359983933014,5,5,5,0.8575138727161201,0.1
TOb1tuEZ2X4-900,1.0646279623982415,0.4426877470355731,0.3,2.742,0,0.016,0.02,0.012,0.055,0.024,0.032,0.024,0.079,0.103,0.119,0.008,0.075,0.087,0.028,0.032,0.028,0.016,0.036,0.087,0.016,0.071,0,0.012,0,0,0,0,0.012,5,5,5,5,0.30072418789100414,0.9367158303524091,0.4275502951073648,5,5,0.5633078924733983,5,5,5,0.5785273802886203,0.43616851034970844,5,0.3359123152641409,5,5,5,5,0.9303483254581341,0.9224972187294924,5,5,5,5,5,5,5,0.1
TOb1tuEZ2X4-990,0.897538870657248,0.39846743295019155,0.26666666666666666,2.742,0.015,0.008,0.011,0.015,0.05,0.008,0.061,0.004,0.057,0.123,0.103,0.015,0.096,0.1,0.027,0.015,0.038,0.008,0.069,0.034,0.008,0.096,0,0.015,0.004,0,0,0,0,5,5,5,5,0.3770878878111248,5,0.4379391346133959,5,0.7100050248364402,5,5,5,5,0.9349257327759393,0.4426239118779597,0.38180733783024695,5,5,5,5,5,5,5,0.9448124462589816,5,5,5,0.5830889552387664,5,5,0.1
TOb1tuEZ2X4-1080,1.0475594548846645,0.4691358024691358,0.3,1.65,0,0.006,0,0.006,0.068,0.006,0.049,0,0.117,0.099,0.093,0.025,0.099,0.117,0.012,0.019,0.012,0.006,0.043,0.093,0,0.093,0,0,0,0.012,0,0,0,5,5,5,5,0.5762792967117796,0.9158032255742937,5,5,5,5,5,5,5,0.5746698658251645,0.9423720576233712,5,5,5,5,5,5,5,5,0.9453129058060846,5,5,5,5,5,0.5592630696068138,0.125
TOb1tuEZ2X4-1170,0.9543810389957464,0.45454545454545453,0.43333333333333335,2.708,0.012,0.02,0.02,0.004,0.051,0.004,0.047,0.008,0.047,0.111,0.099,0.012,0.103,0.087,0.016,0.051,0.059,0.008,0.032,0.036,0.008,0.095,0,0.024,0,0.004,0,0,0.032,5,0.31887229837039677,0.260770224406085,5,0.4346045459855815,0.9170038061703549,5,5,5,0.4531021733918484,0.40666713361204787,5,0.5657229651531961,5,0.3476255370050566,0.5885265607615034,5,5,5,0.938145265650694,5,5,5,0.39360506899393105,5,5,5,0.5700058803923382,5,0.5483351123498054,0.216
TOb1tuEZ2X4-1260,0.9623483355548192,0.48660714285714285,0.43333333333333335,2.375,0,0.018,0.004,0.004,0.04,0.013,0.054,0.004,0.049,0.112,0.143,0.013,0.076,0.045,0.036,0.062,0.071,0.004,0.027,0.036,0.004,0.112,0,0.013,0.009,0.004,0,0,0.018,0.43354575202095635,0.3246698378686461,0.574118973799465,5,0.44646456156833986,5,0.5201793406098523,0.5764259353325647,5,5,5,5,5,0.8694143493680454,5,0.5233196558448179,5,5,5,0.9405474570058167,5,5,0.2953730567877837,5,5,5,0.4408479398284823,0.5285107175680098,5,0.5344190816058965,0.291
TOb1tuEZ2X4-1350,0.9233893288468158,0.3754152823920266,0.3,3.108,0.007,0.003,0.003,0.01,0.056,0.013,0.033,0.013,0.066,0.133,0.113,0.027,0.116,0.1,0.01,0.027,0.056,0.003,0.037,0.017,0,0.103,0,0.023,0.007,0.007,0,0,0.003,5,5,5,5,0.5671364386114719,5,5,0.8805270096989415,5,5,0.684724876628601,5,0.3301331413661155,0.3188121934512831,5,5,5,5,5,0.9413423554834048,5,5,0.5787236672112074,5,0.5677280332035887,5,0.32321699969943557,5,5,5,0.327
TOb1tuEZ2X4-1440,0.9556203655576503,0.3670886075949367,0.23333333333333334,2.492,0.008,0.004,0.004,0.017,0.072,0.008,0.03,0.013,0.051,0.118,0.143,0.017,0.11,0.11,0.017,0.021,0.055,0.008,0.055,0.025,0,0.084,0,0.017,0.004,0,0,0,0.004,5,5,5,5,0.9263307249662558,5,0.567603783670323,5,5,5,5,5,0.8493516359855865,5,0.3740449651577015,5,0.9349259499994917,5,5,0.3340444261698291,5,5,5,5,0.28862380132515264,5,5,5,5,5,0.243
TOb1tuEZ2X4-1530,0.9465283108220215,0.4122448979591837,0.4,2.558,0,0.024,0.004,0.012,0.094,0.012,0.033,0.008,0.033,0.114,0.082,0.029,0.114,0.114,0.024,0.078,0.041,0.008,0.033,0.037,0.008,0.057,0,0.008,0,0.004,0,0,0.008,5,0.2877573237146082,0.25481721245591227,0.6063954581198159,0.4514640593808893,5,5,5,0.42140744259556323,5,5,5,5,0.8708709016718903,0.32929107245630007,5,5,5,5,5,5,5,0.951176021478288,0.5819738610364342,0.9493257523992634,5,0.5720375862026976,0.9413792349364121,5,5,0.19
TOb1tuEZ2X4-1620,0.9604478343825128,0.4252336448598131,0.3076923076923077,2.083,0,0.005,0.005,0.009,0.079,0.005,0.056,0.014,0.07,0.093,0.084,0.014,0.107,0.121,0.005,0.028,0.056,0.009,0.042,0.07,0,0.084,0,0.009,0,0,0,0,0.005,5,5,5,5,0.5764838444660596,5,5,5,5,0.9289688450421869,5,5,0.37852344593629783,0.5710953566473096,5,5,5,5,5,0.44794389488262226,5,5,5,5,0.942535448565736,5,0.8093715033636405,5,5,0.9101354482243875,0.207
TOb1tuEZ2X4-1710,0.9148073493094839,0.4521276595744681,0.2727272727272727,1.942,0.021,0,0.016,0.016,0.09,0,0.053,0.005,0.037,0.106,0.106,0,0.106,0.154,0.016,0.027,0.048,0.005,0.043,0.048,0,0.053,0,0.011,0,0,0,0,0.016,5,5,5,5,0.5096013178632466,0.5729887779658959,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.9373142245168065,5,0.4381554659145439,5,5,0.927110076415151,5,0.9142681298359425,0.555
TOb1tuEZ2X4-1800,1.1562972417389734,0.4939759036144578,0.3333333333333333,1.042,0,0.012,0.024,0.024,0.06,0.012,0.036,0,0.06,0.108,0.084,0.036,0.048,0.048,0.084,0.096,0.048,0,0.036,0.084,0,0.084,0,0,0,0,0,0,0,5,0.5641798439520377,0.5345046091112501,5,5,5,5,5,5,5,5,5,5,0.8770966920046456,5,5,5,5,5,5,5,5,0.5550913036057036,5,5,5,5,5,5,5,0.427
tp4_UXaVyx8-0,1.2372680971408436,0.543859649122807,0.3,3.258,0.018,0.018,0,0.004,0.053,0.004,0.123,0.004,0.039,0.083,0.154,0.048,0.066,0.035,0.048,0.053,0.057,0,0.039,0.004,0,0.118,0,0.009,0,0.004,0,0,0,5,0.7070571642839419,5,5,5,0.26655059951775,0.29134349552531624,5,5,0.4444555756684232,5,0.6203229412400885,0.5119620179919011,5,5,5,0.20515970914111595,5,0.25621747097125164,5,5,5,0.42436951873034456,5,5,5,5,5,5,5,0.1
tp4_UXaVyx8-90,0.8808853650430767,0.4838709677419355,0.26666666666666666,1.983,0.005,0.032,0.011,0.022,0.065,0.016,0.038,0.016,0.043,0.097,0.113,0.032,0.091,0.043,0.038,0.027,0.059,0,0.038,0.032,0.005,0.14,0,0.016,0,0.005,0,0,0,5,5,5,5,5,0.5536043116025412,0.5651259340706016,0.6855747730694555,5,0.9215948596942666,0.8547675115841863,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.9294933158921947,5,0.37298110484719055,5,0.9202021615707526,0.301
tp4_UXaVyx8-180,1.0594910539539895,0.4195121951219512,0.23333333333333334,2.458,0.005,0.015,0.063,0.015,0.029,0.015,0.063,0.005,0.02,0.102,0.083,0.024,0.098,0.039,0.083,0.01,0.054,0.024,0.044,0,0.005,0.141,0,0.02,0,0.02,0,0,0.01,5,5,5,5,5,0.32589749932202,0.32420189369883345,5,5,5,0.9311739006892171,5,5,5,0.9295008200759112,0.39469456208921144,5,5,5,5,5,0.9295008200759112,0.5355251221584462,5,5,5,5,5,5,5,0.15
tp4_UXaVyx8-270,1.0056300587049694,0.4621212121212121,0.3333333333333333,3.083,0.004,0.042,0.019,0.015,0.076,0.004,0.091,0.011,0.011,0.129,0.133,0.023,0.102,0.038,0.042,0.019,0.038,0.004,0.034,0.004,0,0.102,0,0.015,0,0.023,0,0,0.004,5,5,5,5,5,0.2763893832778208,0.36400257138745157,5,5,0.5453533200690902,5,5,5,5,0.34341518351227635,0.5585394801620293,5,5,5,0.927852469424819,0.9235906166305163,5,5,0.44600327418739233,0.44899249873455777,5,5,5,5,0.9162988155374963,0.186
tp4_UXaVyx8-360,0.832548501574726,0.5021097046413502,0.26666666666666666,2.408,0.004,0.025,0,0.004,0.093,0.004,0.042,0.004,0.038,0.101,0.131,0.042,0.105,0.034,0.051,0.004,0.068,0,0.046,0.034,0.008,0.101,0,0.013,0,0.008,0,0,0.004,5,5,0.27956882785934756,0.3500491755593307,5,5,5,5,5,5,5,5,5,0.93657409628178,0.9244009350039197,5,5,0.9387635035317514,5,5,5,5,5,5,0.4496262449036645,5,5,5,0.3963719584310058,0.564705178878366,0.207
tp4_UXaVyx8-450,1.0066908131492642,0.48148148148148145,0.26666666666666666,1.967,0,0.026,0.005,0.011,0.069,0,0.053,0,0.042,0.074,0.148,0.058,0.085,0.069,0.032,0.005,0.074,0.016,0.063,0.011,0.011,0.122,0,0.005,0,0.011,0,0,0.005,5,5,0.30184242998731015,0.4454823993100723,5,5,5,5,5,0.8069371146515489,0.8734144109224432,5,5,5,5,5,5,0.5715918882978531,5,5,5,5,5,0.8960366365002405,0.9082612944403567,5,5,5,0.8960366365002405,5,0.224
tp4_UXaVyx8-540,1.011010156022218,0.5076335877862596,0.1,2.833,0.008,0.031,0.008,0,0.053,0.011,0.057,0.004,0.023,0.076,0.092,0.031,0.088,0.088,0.031,0.05,0.092,0.008,0.031,0.034,0.004,0.099,0,0.031,0,0,0.008,0.008,0.015,5,5,0.4448834395553664,0.3327758800795642,5,5,5,5,5,5,0.8686049609922032,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.262
tp4_UXaVyx8-630,1.037208158928342,0.44313725490196076,0.3,2.817,0.027,0.027,0.004,0.008,0.059,0.004,0.082,0.004,0.043,0.09,0.11,0.035,0.106,0.094,0.027,0.02,0.051,0.016,0.043,0.008,0.004,0.098,0,0.02,0,0.004,0,0,0.004,5,5,0.544789513354856,0.31972801419969127,5,0.5636827509781628,0.5715341965276429,5,5,0.9298852510305132,0.4446144103443215,5,5,0.9107388531133992,0.9249921678335974,5,5,5,5,5,5,5,0.9381411801926508,5,5,5,5,5,5,5,0.304
tp4_UXaVyx8-720,0.9672754135446391,0.4885057471264368,0.3333333333333333,1.9,0,0.023,0.006,0.017,0.075,0.006,0.057,0.023,0.023,0.075,0.086,0.04,0.098,0.063,0.092,0.052,0.075,0.011,0.034,0.023,0,0.086,0,0.029,0,0,0,0,0,5,5,0.3402503718602139,0.9182042117623734,5,0.9364772278824135,5,5,5,5,0.9443607292168302,5,0.5839804508948908,0.5682166423697114,5,0.3147629567458607,5,5,5,5,5,5,5,5,5,5,5,5,5,0.9372843744145567,0.374
tp4_UXaVyx8-810,0.93906247887762,0.4672489082969432,0.2962962962962963,2.392,0.009,0.026,0,0.004,0.044,0.009,0.052,0.026,0.057,0.096,0.114,0.074,0.079,0.048,0.039,0.039,0.118,0,0.022,0.004,0,0.083,0,0.026,0,0.004,0,0,0.013,5,5,0.2686274924741264,0.43706753919833646,5,5,5,0.7016636091023761,0.9351205316386336,5,0.9320310639966628,5,0.5767328422064731,5,5,0.893403634393567,5,5,5,5,0.5995319525831732,5,5,5,5,5,5,5,5,5,0.253
tp4_UXaVyx8-900,0.9612125464615056,0.45188284518828453,0.36666666666666664,2.483,0,0.029,0,0.008,0.071,0.004,0.046,0.017,0.042,0.071,0.092,0.067,0.084,0.067,0.05,0.021,0.092,0.004,0.038,0.025,0.004,0.096,0,0.017,0,0.021,0,0,0.013,5,5,0.3211445363325913,0.3855474805942148,5,0.32222681441417955,0.36486380854944617,0.920578430961255,0.3475187783557745,5,0.38026959106148583,5,5,0.9375110781961492,5,0.9331659977029426,5,0.9068421599191266,5,5,0.6624247204855088,5,5,5,5,5,5,5,5,5,0.144
tp4_UXaVyx8-990,0.9556413930294944,0.484375,0.3076923076923077,2.108,0.005,0.026,0.016,0.005,0.062,0.005,0.094,0.021,0.042,0.12,0.109,0.036,0.099,0.073,0.016,0.042,0.062,0.005,0.031,0.005,0,0.089,0,0.01,0,0.005,0,0,0.01,5,5,0.4396339398069527,0.34007770511433044,5,0.5436099780312491,0.5598723744539552,5,5,5,0.9393517141189719,5,0.39739029667863746,5,5,0.5540816687768615,5,5,5,5,0.6626613587319455,5,5,5,5,5,5,5,5,5,0.107
tp4_UXaVyx8-1080,1.1812960996543052,0.49767441860465117,0.23333333333333334,2.233,0.005,0.023,0.005,0.005,0.074,0.019,0.065,0.009,0.051,0.056,0.107,0.023,0.112,0.088,0.042,0.028,0.06,0.009,0.051,0.028,0,0.088,0,0.028,0,0,0,0,0.019,5,5,0.3602365442530956,0.5735724869352613,5,0.9180247241913843,0.9180247241913843,0.31433037439158457,5,5,0.4183280607087163,5,5,5,5,0.9242067010376017,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.162
tp4_UXaVyx8-1170,1.1149065746803,0.4290909090909091,0.2916666666666667,2.867,0.011,0.029,0.015,0.015,0.04,0.011,0.033,0.018,0.058,0.105,0.16,0.044,0.073,0.08,0.022,0.022,0.073,0.011,0.047,0.018,0,0.087,0,0.015,0,0.007,0,0,0.004,5,5,0.2323758681422055,0.27944625106714965,5,0.529241960445369,0.5628990804420176,5,5,5,0.9210869273737463,5,5,5,5,0.8303132816526072,5,0.37230685610524283,5,5,5,5,5,5,5,5,5,5,5,5,0.1
tp4_UXaVyx8-1260,1.022454370237159,0.4340425531914894,0.23333333333333334,2.467,0.004,0.009,0.004,0.004,0.064,0,0.051,0.017,0.055,0.098,0.102,0.038,0.111,0.06,0.026,0.013,0.089,0,0.055,0.03,0.009,0.106,0,0.034,0,0.009,0,0,0,5,5,0.44204469250132084,0.45181528527104375,5,0.5770694477710075,0.9275176721829982,0.3114069479870771,5,5,5,5,5,0.3755740246219678,5,0.9044706219786323,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
tp4_UXaVyx8-1350,0.9858753220548092,0.4158878504672897,0.3333333333333333,2.217,0,0,0.009,0.005,0.047,0.009,0.056,0.019,0.07,0.14,0.121,0.028,0.107,0.079,0.019,0.037,0.07,0.005,0.014,0.028,0.014,0.098,0,0.009,0,0.005,0,0,0,5,5,0.44339063752011504,0.28727425505856646,5,0.40550883134099047,0.4389286754873831,0.6638846950115437,5,5,5,5,5,5,0.9393045915705928,0.9393045915705928,5,0.44196547312364626,5,5,5,0.8940412872579712,5,5,5,5,5,5,0.9250214173554854,5,0.146
tp4_UXaVyx8-1440,0.970215133451252,0.4507042253521127,0.2,2.975,0.004,0.021,0.011,0,0.077,0.011,0.049,0.025,0.032,0.099,0.099,0.035,0.092,0.074,0.039,0.025,0.049,0.004,0.046,0.042,0.007,0.12,0,0.021,0.007,0.007,0,0,0.004,0.3768841759635707,5,0.30240960397391564,0.2503436247980016,5,5,5,0.6856657354237636,5,0.9186353695047789,5,5,5,5,5,5,5,0.5529513806033124,5,5,5,5,5,5,5,5,5,5,5,5,0.468
tp4_UXaVyx8-1530,1.00665808862494,0.4845814977973568,0.4,2.492,0.009,0.035,0.013,0,0.084,0.009,0.093,0.013,0.044,0.07,0.106,0.004,0.093,0.066,0.057,0.044,0.031,0.022,0.044,0.013,0.022,0.097,0,0.009,0.009,0.004,0,0,0,5,5,0.9138194965563935,0.5758390221421553,0.25032791686177386,0.30333578299120234,0.33325579707984343,0.6278217865078946,0.44476448116114636,0.26495242065317787,5,5,5,5,5,5,5,5,5,5,5,0.5780205311463309,5,0.9202910658731737,0.9202910658731737,5,5,5,0.5575900629484118,5,0.328
tp4_UXaVyx8-1620,0.9207737842979875,0.5442477876106194,0.23333333333333334,2.525,0.018,0.013,0.004,0.009,0.062,0.004,0.066,0,0.044,0.111,0.142,0.018,0.102,0.071,0.044,0.022,0.049,0.004,0.049,0.022,0.004,0.102,0,0.022,0.004,0,0,0,0.009,5,5,0.43353522961047564,0.3779069808800836,0.42512466237388613,5,5,5,5,0.5013181578341449,5,5,5,5,0.5814026292353094,5,5,5,5,5,5,5,5,0.9253038274044891,0.431941239457118,5,5,5,5,5,0.151
tp4_UXaVyx8-1710,0.9025427214733828,0.47388059701492535,0.16666666666666666,2.842,0.019,0.007,0.004,0,0.019,0.011,0.078,0.007,0.045,0.093,0.104,0.041,0.086,0.097,0.022,0.03,0.086,0,0.034,0.026,0.015,0.101,0,0.045,0,0.007,0,0,0.007,5,5,0.5655713651382273,0.4377492541230707,5,5,5,5,5,5,0.570182510630478,5,5,5,0.49463649286318606,5,5,5,5,5,5,5,0.9114777967608348,5,5,5,5,5,5,5,0.199
tp4_UXaVyx8-1800,0.9400363387893592,0.45555555555555555,0.3333333333333333,2.892,0,0.037,0.015,0.007,0.041,0.004,0.052,0.019,0.056,0.085,0.115,0.041,0.093,0.07,0.052,0.026,0.067,0,0.037,0.007,0.011,0.126,0,0.022,0.007,0.004,0,0,0,5,5,0.2643595733653984,0.3002725562225466,0.31215435105923417,5,5,5,5,0.5617946534043374,0.5470919193047787,5,5,5,0.5382946901341134,5,5,5,5,5,5,0.5155238393383466,5,0.43254624221448845,0.9311498242211199,0.8999515532985946,5,5,5,5,0.668
tp4_UXaVyx8-1890,0.8138652776636768,0.36645962732919257,0.3333333333333333,1.633,0.019,0.019,0,0.012,0.068,0.025,0.025,0.006,0.031,0.124,0.099,0.056,0.081,0.056,0.056,0.031,0.068,0.025,0.056,0.019,0,0.087,0,0.019,0,0,0,0,0,5,5,0.572290166386373,0.3165882532819208,5,5,5,5,5,5,5,5,5,5,0.5545890345597241,5,5,5,5,5,5,5,0.8887407690132523,0.9192515781758979,5,0.9350558533881941,5,5,5,5,0.245
tp4_UXaVyx8-1980,0.9677213215635864,0.45136186770428016,0.3333333333333333,2.667,0.016,0.023,0.008,0.012,0.039,0.004,0.066,0.008,0.031,0.105,0.113,0.019,0.089,0.082,0.058,0.019,0.066,0.008,0.051,0.016,0.004,0.113,0,0.023,0.004,0,0,0,0.019,5,5,0.3118113023870639,0.3141034856489555,0.33943727703471965,0.9165021307275982,0.9165021307275982,5,5,0.5643344195016888,0.8705993906772035,5,5,0.8883128805401187,5,5,5,5,5,5,5,5,5,5,5,0.523170906155131,5,5,0.5647623174775456,5,0.1
tp4_UXaVyx8-2070,1.1032932386314163,0.5,0.3,2.625,0,0.038,0.017,0.013,0.046,0.004,0.08,0.004,0.038,0.092,0.092,0.055,0.092,0.067,0.025,0.076,0.084,0.008,0.017,0.013,0,0.063,0,0.029,0.004,0.004,0,0,0.013,5,5,5,5,0.21850598629997697,0.4380623342985618,0.930083161263372,5,5,0.8711486382633921,0.9128255532840941,0.3257214430552002,5,0.5473910784345659,5,5,5,5,5,5,5,5,0.554849842648838,0.925714926832394,5,5,5,5,5,5,0.252
tp4_UXaVyx8-2160,1.0369207945133412,0.5130434782608696,0.16666666666666666,2.55,0.004,0.004,0.004,0.017,0.061,0.009,0.078,0,0.052,0.122,0.117,0.026,0.091,0.083,0.026,0.057,0.07,0.004,0.017,0.013,0,0.1,0,0.022,0,0,0,0,0.013,5,5,5,5,5,0.9223244641829808,5,5,5,5,0.8564324554160883,0.2720593442718411,0.6596545681895294,5,5,5,5,5,5,0.331805782070345,5,5,5,5,5,5,5,5,5,5,0.301
tp4_UXaVyx8-2250,0.882026300177532,0.42035398230088494,0.26666666666666666,2.458,0,0.027,0.004,0.009,0.062,0.004,0.075,0.018,0.066,0.115,0.08,0.031,0.088,0.106,0.044,0.027,0.071,0.018,0.022,0,0.004,0.111,0,0.018,0,0,0,0,0,5,5,5,5,5,0.4231422962657678,0.9005196203183902,5,5,5,0.3798527625782293,0.4096103670104847,5,0.8883261146353851,5,0.5539187501673206,5,5,5,0.3737550932220683,5,5,0.8866898127727875,5,5,5,5,5,5,5,0.256
tp4_UXaVyx8-2340,1.023005278016338,0.4646017699115044,0.2,2.533,0.004,0.022,0.004,0.018,0.058,0.009,0.08,0.013,0.066,0.093,0.088,0.035,0.088,0.08,0.049,0.013,0.062,0.009,0.04,0.009,0.013,0.119,0,0.018,0,0,0,0,0,5,5,5,5,5,0.8934845940257123,0.9146705348432834,5,5,5,0.5000015978571246,5,5,5,0.4349479058783888,5,5,5,5,0.8487471488010176,5,0.42560581233342554,5,5,5,5,5,5,5,5,0.137
